structure,value
O=C1OCC(=C1)[C@H]1CC[C@]2([C@]1(C)CC[C@H]1[C@H]2CC[C@H]2[C@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O)O,-5.293
CCN(c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])Cc1c(F)cccc1Cl,-6.78
OC(=O)c1c(C)cccc1O,-1.469
FCCCCCCCCCl,-4.23
CCCC(=O)O[C@@]1([C@@H](C)C[C@@H]2[C@]1(C)CC(=O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F)C(=O)CCl,-5.902
CC(COC(=O)C)C,-1.21
CCCC(COC(=O)N)(COC(=O)NCC(=C)C)C,-3.614
COc1ccc(cc1)N1CCN(CC1)CC1CN=C(O1)N,-1.899
O=COCC(C)C,-1.01
Cc1cc(ccc1N/N=C/1\C(=O)C=Cc2c1cccc2)/N=N/c1ccccc1C,-9.733
COC[C@@]12CN(C)C3[C@]4([C@@H]2[C@@H](OC)[C@@H]3[C@@]2([C@@H]3[C@H]4C[C@@]([C@@H]3OC(=O)c3ccccc3)([C@H]([C@@H]2O)OC)O)OC(=O)C)[C@H](C[C@H]1O)OC,-2.014
COc1cc(C)nc(n1)n1nc(cc1OC)C,-1.986
CO[C@H]1C[C@H](O[C@H]2CC[C@]3([C@](C2)(O)CC[C@@H]2[C@@H]3CC[C@]3([C@]2(O)CC[C@@H]3C2=CC(=O)OC2)C)C=O)O[C@@H]([C@H]1O)C,-3.745
O=C(c1cc(O)c(c(c1)O)O)Oc1cc(cc(c1O)O)C(=O)O,-2.809
CCCC(COC(=O)N)(COC(=O)NCC=C)C,-3.043
Clc1ccccc1Br,-3.19
CCCC[C@H](/C=C(/C=C/C=C/C(=O)N1CCCC1=O)\C)O,-3.584
CN(C(=O)/C(=C(/c1ccccc1)\C)/C)C,-2.898
ClCCN(C(=O)NC1CCCCC1Cl)N=O,-3.487
COC1CN(CCCOc2ccc(cc2)F)CCC1NC(=O)c1cc(Cl)c(cc1OC)N,-5.236
CCNC1=NC(=O)C(O1)c1ccccc1,-1.131
CC(COc1ccc(cc1)C(=O)OCCCN1CCCCC1C)C,-5.129
COCc1c(OC)cc(cc1OC)Cc1cnc(nc1N)N,-2.436
CC(=O)Nc1cc(Cl)c(cc1Cl)Cl,-3.049
Oc1cccc(c1)/C=N/NC(=O)c1ccncc1,-1.329
CCC(=O)C(c1ccccc1)(c1ccccc1)CCCN1CCCC1,-5.002
CN(c1c(C)n(c2ccc(cc2)Cl)c(=O)n(c1=O)C)C,-2.678
CCC(=O)c1ccc(cc1)NO,-1.436
OC(=O)/C=C/c1cccc(c1)[N+](=O)[O-],-2.998
O=C1NCNC21c1ccccc1CCc1c2cccc1,-4.273
Clc1c(O)cccc1Cl,-1.3
CCC(C(=O)NC(=O)N)(CC)Br,-2.68
CCc1c(C)c[nH]c1C,-2.585
OCC(COc1ccccc1C)(O)C,-1.88
NS(=O)(=O)C1CCCCC1,-1.413
COc1cc(/C=C/C(=O)O)ccc1O,-1.512
CC(=O)N1CC=Cc2c1cccc2,-1.864
Cc1[nH]nc(c(=O)c1)N1CCOCC1,-1.183
Clc1cc(Cl)c(c(c1)Cl)c1c(Cl)cccc1Cl,-7.32
C1CCN2C(C1)CCC(=C2)c1ccccc1,-3.367
NC(=O)OCC(c1ccccc1)COC(=O)N,-1.952
O=c1cc(oc2c1cccc2)c1ccccc1,-3.862
COc1cc2CCN(C(c2cc1OC)CCc1cc(Cl)c(cc1Cl)Cl)C,-6.472
C#CCN(C1CCc2c1cccc2)C,-1.944
CCCCCCCCCCCCCCCCCCCC,-8.17
O=C(c1ccccc1)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,-6.894
OC[C@@H](c1ccccc1)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)N2C,-1.91
NS(=O)(=O)Cc1noc2c1cccc2,-2.424
OC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,-2.366
O=C1OCC(=C1)[C@H]1CC[C@@]2([C@]1(C)CC[C@H]1[C@H]2CC[C@@H]2[C@]1(C)CC[C@@H](C2)O[C@@H]1C[C@H](O)[C@H]([C@@H](O1)C)O[C@@H]1C[C@H](O)[C@H]([C@@H](O1)C)O[C@@H]1C[C@H](O)[C@H]([C@@H](O1)C)O)O,-5.29
CNC1(C)C2CCC(C1(C)C)C2,-2.173
NC1=C2N=CN=C2N=C=N1,-2.12
c1ccc(cc1)CN1CCCC1c1c[nH]c2c1cccc2,-3.587
OCCN1CCN=C1Nc1ncc(s1)[N+](=O)[O-],-1.509
CC[C@@H]1CN2CC[C@H]1C[C@@H]2[C@H](c1ccnc2c1cccc2)O,-2.63
CCOC(=O)N1Cc2ccccc2c2c1cccc2,-5.261
CCC1(CC)C(=O)NC(=O)N(C1=O)C,-2.23
Oc1ccc2c(c1)[C@]13CCCC[C@]3([C@@H](C2)N(CC1)CC1CCC1)O,-3.829
CCC[C@H]1CN([C@@H](C1)C(=O)N[C@@H]([C@H]1O[C@H](SC)[C@@H]([C@H]([C@H]1O)O)OP(=O)(O)O)[C@@H](Cl)C)C,-3.787
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)n1c(=O)[nH]c2c1cccc2,-5.32
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-1.71
COc1c(OC)c(OC)cc2c1nc(nc2N)N1CCN(CC1)C(=O)OCC(O)(C)C,-3.64
CN(CCOC(=O)COc1ccc(cc1)Cl)C,-1.743
Fc1cc2c(cc1N1CCNCC1)n(cc(c2=O)C(=O)O)C1CC1,-1.043
CC[C@H]1NC(=O)c2c(N1)cc(c(c2)S(=O)(=O)N)Cl,-3.29
CN1CCN(CC1)C1=Nc2ccccc2Sc2c1cc(Cl)cc2,-4.098
Clc1ccc(nc1)OCCCCNCCSS(=O)(=O)O,-1.642
CCCCCCC(=O)O[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-7.868
OC(=O)[C@@H]1[C@@H]2[C@]3([C@@H]4[C@]51CC(=C)[C@](C5)(O)CC4)C=C[C@H]([C@@]2(C)C(=O)O3)O,-1.84
ClCCn1c(CC)cnc1[N+](=O)[O-],-2.961
Clc1ccc2c(c1)cc([nH]2)C(=O)O,-2.832
CCOC(=O)Oc1ccccc1C(=O)O,-1.998
Ic1ccc(nc1)OCCCCCCCNCCSS(=O)(=O)O,-4.318
Oc1ccc2c(c1)cc1c(n2)cccc1,-3.58
C=CCN1CC[C@@]23[C@@H]4[C@H]1Cc1c3c(O[C@H]2[C@H](C=C4)O)c(cc1)O,-2.051
COc1ccc(cc1)C/N=C(/CSS(=O)(=O)O)\N,-2.048
CCCC(COC(=O)N)(COC(=O)NC=C)C,-2.522
ClCCn1c(C)ncc1[N+](=O)[O-],-1.725
CCCC(C(=O)O)CCC,-1.86
Clc1cccc(c1O)Cl,-1.79
CCCNC(=O)OCC(COC(=O)N)(CC)CC,-3.175
CN1C2CCC1CN(C2)C(=O)c1ccncc1,-2.083
O=C(C(c1ccccc1)c1ccccc1)OCCCN1CCCCC1C,-5.783
CN(Cc1ccccc1)/N=N/c1ccc(cc1)C(=O)N,-3.514
ClCCN(c1ccc(cc1)C[C@@H](C(=O)O)NC=O)CCCl,-2.86
OC(=O)C(CC(=O)O)NCc1ccccc1,-1.063
COc1ccc(cc1)C(=C)C(=O)OC1CC2CCC(C1)N2C,-3.333
O[C@H]1CC[C@]2([C@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C,-5.258
OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1[nH]c(N)nc2=S,-1.976
CC(=O)Oc1c(C(=O)O)c(OC(=O)C)c(c(c1Cl)C)Cl,-3.585
O=CC[C@H]1C[C@@H](C)C(=O)/C=C/[C@@H]2O[C@H]2C[C@H](OC(=O)C[C@H]([C@@H]([C@H]1O[C@@H]1O[C@H](C)[C@H]([C@@H]([C@H]1O)N(C)C)O[C@@H]1O[C@@H](C)[C@@H]([C@](C1)(C)O)OC(=O)CC(C)C)OC)OC(=O)C)C,-6.922
COc1ccc(cc1C(=O)NCc1cccnc1)C(=O)NCc1cccnc1,-1.63
OC(COc1cc(C)ccc1Cl)CNC(C)(C)C,-2.566
O=C1C[C@@H]2OCC[C@H]3[C@H]4[C@@H]2[C@@H]2N1c1ccccc1[C@]12CCN([C@H]1C4)C3,-3.037
O=C(c1ccccc1)NC(=O)c1ccccc1,-2.27
OC(=O)c1cccc(c1)[N+](=O)[O-],-1.68
COc1ccc(cc1)/C=C/C(=O)OCCC(C)C,-4.708
Ic1ncnc2c1[nH]cn2,-2.91
CCOC(=O)c1c(C)ccc(c1OCC(CNCC#C)O)C(C)C,-3.231
NCCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)O)N[C@H](C(=O)O)CCc1ccccc1,-4.494
[O-][N+](=O)c1cccc(c1)[N+](=O)[O-],-2.29
Nc1ccnc(n1)N1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)c1ccccc1,-5.843
CCOS(=O)(=O)c1cc(cc2c1ccc(c2)C(C)(C)C)C(C)(C)C,-7.594
CC(=O)O[C@H]1C[C@]2([C@H](/C/1=C(/C(=O)O)\CCC=C(C)C)CC[C@@H]1[C@]2(C)C(=O)[C@@H](OC(=O)C)[C@@H]2[C@]1(C)C=CC(=O)[C@H]2C)C,-7.538
CCC(N(C(CC)C)CC(c1cccn1Cc1ccccc1Cl)O)C,-5.351
O=C(Nc1ncco1)Nc1cccc(c1)Cl,-3.028
CC(=O)Cc1ccccc1,-1.411
Cc1ccc(cc1)C(=O)Nc1ccncc1,-2.986
N#Cc1ccc(cc1)NC(=O)C,-1.805
CCCCCCCC[Sn](S[Sn](CCCCCCCC)(CCCCCCCC)CCCCCCCC)(CCCCCCCC)CCCCCCCC,-5.191
CC[n+]1c(/C=C/C=C/C=c\2/sc3c(n2CC)cccc3)sc2c1cccc2,-7.252
COc1ccc(cc1)NC(=O)C,-1.3
CCC(=O)O[C@@]1([C@@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)Cl)C(=O)COC(=O)CC,-5.88
CCSc1ccc2c(c1)N(CCCN1CCN(CC1)C)c1c(S2)cccc1,-6.835
CCOC(=O)COc1ccc2c(c1)oc(=O)c(c2C)CCN(CC)CC,-3.73
OC(=O)CCCCCC1SCC(=O)N1,-2.073
O=C1C=C/C(=N/c2ccc(cc2)O)/C=C1,-1.639
CCC(=O)N1C2CCC1CN(C2)CCC1CCCC1,-3.755
C[C@@H]1CCCC[C@H]1C,-4.27
COC(=O)c1ccccc1C(=O)OC,-1.66
OCCN1CC2CCC(C1)N2CCCN1c2ccccc2Sc2c1cccc2,-5.511
N#C/N=[N+](/c1ccc(cc1)Cl)\[O-],-2.948
CCC(C(C)C)(COC(=O)N)COC(=O)NC(C)C,-3.571
COC(=O)C1=C(C)NC(=C(C1c1ccccc1[N+](=O)[O-])C(=O)OCC(C)C)C,-4.198
FCCCCCCCCBr,-4.631
CCN(CCOC(=O)C(c1ccccc1)c1ccccc1)CC,-4.217
O=C([C@@H](c1ccc(cc1)O)N)N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C,-2.027
CCCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1c(S2)cccc1,-6.852
Cc1ccc(cc1)c1ccccc1,-4.62
CCN(CC(=O)N1C(C)(C)CC=CC1(C)C)CC,-3.596
CCCC(CO)(CO)CC,-1.665
Clc1ccc2c(c1)C(=NCCN2)c1ccccc1,-4.392
COC(=O)[C@@H]1[C@@H](O)CC[C@H]2[C@@H]1C[C@@H]1N(C2)CCc2c1[nH]c1c2cccc1,-4.031
COc1cc2Sc3ccc(cc3N(c2cc1O)CCCN(C)C)Cl,-5.848
CCC(=O)N1C2CCC1CN(C2)C(c1ccccc1)c1ccccc1,-4.761
CCOC(=O)c1ccc(c(c1)OC)OC,-2.023
Cn1cnc(=O)c2c1cccc2,-1.434
c1ccc2c(c1)sc1c2cccc1,-4.38
C=C[C@@H]1CN2CC[C@H]1C[C@@H]2[C@H](c1ccnc2c1cccc2)O,-3.07
OCC(COc1ccc(cc1)C)O,-1.732
CCCCOC(=O)N1C(OC)C=Cc2c1cccc2,-4.857
ClC(=C(c1cc(N)c(cc1S(=O)(=O)N)S(=O)(=O)N)Cl)Cl,-4.054
CCNc1nc(Cl)nc(n1)N(CC)CC,-4.06
CCCCCC#C,-3.01
CCCCCC1(C)OCC(O1)CO,-2.657
C=CCc1ccc(c(c1)OC)O,-1.56
OC(=O)[C@@H]1N2C(=O)[C@H]([C@H]2SC1(C)C)/N=C/N1CCCCCC1,-4.498
OC(=O)C(c1ccc(cc1)C(=O)c1cccs1)C,-3.095
CCc1cccc(c1N)CC,-2.35
CCCCCCCCCC(=O)OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,-11.359
COc1ccc(cc1)/C=C/1\CCC/C(=C\c2ccc(cc2)OC)/C1=O,-6.467
CCN(C(=O)CSc1ccc(nn1)Cl)CC,-1.72
NNC(Cc1ccc2c(c1)OCO2)C,-1.86
CCC(c1ccc(cc1)CC(=O)NO)(C)C,-3.259
OCCNC(=O)c1cccc(c1O)c1ccccc1,-2.454
CC(N(C(C)C)CC(=O)N/N=C/c1ccc(o1)[N+](=O)[O-])C,-3.025
CCC(c1cnc(c(=O)n1O)CC(C)C)C,-4.007
Fc1ccc(cc1)CC(=O)c1cc(C)c(c(c1)C(=O)O)O,-4.464
CCCCCCC(=O)C,-2.05
CC(=O)c1ccc(cc1)O,-1.138
NC(C(c1ccccc1)(c1ccccc1)O)c1ccccc1,-3.143
Clc1cc(Cl)c(c(c1Cl)O)Cl,-3.37
COC(=O)/C=C(/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)\C)\C,-8.444
S=c1[nH]c2c([nH]1)cccc2,-1.715
NCCCCCN(C(=O)CCC(=O)NCCCCCN(C(=O)CCC(=O)NCCCCCN(C(=O)C)O)O)O,-1.67
CCN(CCN(c1c(C)cccc1C)C=O)CC,-2.745
O=C(C(C)(C)C)C(n1ncnc1)Oc1ccc(cc1)Cl,-3.614
CN1C2CCC1CN(C2)C(=O)/C=C/c1ccccc1,-2.613
CC(C(=O)O)Oc1ccccc1,-1.51
O[C@H]1CC[C@]2([C@H](C1)C[C@@H]([C@@H]1[C@@H]2C[C@@H](O)[C@]2([C@H]1CC[C@@H]2[C@H](CCC(=O)O)C)C)O)C,-3.37
Nc1ccc(cc1)S(=O)(=O)Nc1nnc(s1)C(C)C,-3.414
OC(=O)Cc1ccccc1Oc1ccc(cc1Cl)Cl,-5.071
CC(=O)OCCN1CCS/C/1=N/c1ncc(s1)[N+](=O)[O-],-2.495
O=C1C(CCN1c1ccc(cc1)C)N1CCCC1,-2.908
CCCCC(COC(=O)N)(COC(=O)NCC#C)C,-3.009
O=C1N=c2c(=C1Nc1ccccc1)cccc2,-2.847
Clc1ccc(cc1)Nc1ncnc(n1)N,-2.985
OCCCCCCCl,-1.462
C[C@@H]1C[C@H]2CC[C@H](O2)[C@H](C)C(=O)O[C@@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)O[C@@H](C[C@@H]2O[C@H]([C@@H](C(=O)O[C@H](C[C@H]3O[C@@H]([C@H](C(=O)O1)C)CC3)C)C)CC2)C,-9.248
N[C@H]1C[C@@H](O[C@H]([C@H]1O)C)O[C@H]1C[C@@](O)(Cc2c1c(O)c1c(c2O)C(=O)c2c(C1=O)c(O)ccc2)C(=O)C,-4.515
O=CN(/N=C/CC(C)C)C,-1.381
CCC(C(=O)c1cc(C)c(c(c1)C(=O)O)O)c1ccccc1,-5.205
CC(=O)NCCc1ccccc1,-1.408
C[Hg]Cl,-1.43
NC(=O)c1ccccc1N,-1.804
Cc1ccc(cc1)N,-1.21
COc1ccccc1N1CCN(CC1)CCCNc1cc(=O)n(c(=O)n1C)C,-3.391
O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@]2(F)[C@@H](O)C[C@]2([C@H]1CC[C@]2(C)O)C)C,-3.698
C=CCN(C(=O)C(Cl)Cl)CC=C,-1.62
Oc1cc(O)c2c(c1)OC(c1c2cccc1)(C)C,-4.651
CCCCOC(=O)CC(=CC(=O)OCCCC)C(=O)OCCCC,-6.583
Clc1ccc(c(c1)Cl)N1C(=O)C2C(C1=O)C1OC2CC1,-2.01
COc1cc2CCN([C@@H]3c2c(c1O)C1(C=CC(=O)C=C1)C3)C,-2.976
OC(=O)COc1cccc(c1)C,-1.539
CCC(c1cnccn1)C(=S)N,-1.607
OCC(COc1ccc(cc1)Cl)O,-1.307
Oc1ccc(cc1)C1(Oc2ccccc2NC1=O)c1ccc(cc1)O,-3.962
CCCN1CCN(CC1)CC(=O)N/N=C\c1ccc(o1)[N+](=O)[O-],-3.464
Clc1ccc(c(c1)Cl)Cc1cc(ccc1O)C(CC(C)(C)C)(C)C,-8.224
OCC(c1ccc(cc1)Br)C(=O)OC1CC2CCC(C1)N2C,-3.267
COc1ccc2c(c1)[nH]c1c2ccnc1C,-4.899
O=C1CC(CN1c1ccccc1)NCCc1ccccc1,-3.126
Nc1nc(cc2c1cccc2)c1ccccn1,-3.155
CCOC(=O)c1ccccc1C(=O)OCC,-2.35
O=C1CC(CN1c1ccccc1)N1CCCCC1,-2.519
O=C1NC(=O)NC(=O)C21CC2,-1.89
CCN(CCC(c1cccc2c1cccc2)(C(=O)N)CC=C(C)C)C,-5.585
COc1c(O)ccc2c1N(CCCN(C)C)c1c(S2)ccc(c1)Cl,-5.549
Cc1ccc(cc1)OC(=O)c1ccc(cc1O)N,-3.861
c1ccc2c(n1)c1ncccc1cc2,-1.826
ONC(=O)c1ccc(cc1)C(=O)NO,-1.288
NC(=O)C1(OC1Cl)c1ccc(c(c1Cl)Cl)Cl,-4.091
OC(=O)c1ccc(c(c1)Cl)C,-3.065
O=C(N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)[O-])C[n+]1ccccc1)Cc1cccs1,-2.168
COP(=O)(Oc1ccc(cc1)[N+](=O)[O-])OC,-2.529
Fc1ccc(cc1)F,-1.97
COc1ccc(cc1)C=CC(=O)c1ccc(cc1OC)OC,-4.65
CCCCOC=O,-1.37
COc1cc(cc(c1OC)OC)C(=O)Nc1ncccc1C,-2.743
CC(=O)c1ccc(cc1)S(=O)(=O)N,-1.876
CCOc1ccccc1N1C(=O)C2C(C1=O)C1OC2CC1,-1.215
O=C(CN1CCN(CC1)C(=O)C)NN=Cc1ccc(o1)[N+](=O)[O-],-2.177
OC(=O)Cc1c[nH]c2c1cccc2,-2.07
CN1OCc2c(C1)cc(cc2)[N+](=O)[O-],-2.497
COc1ccc2c(c1)N(CCN(C(C)C)C(C)C)C(=O)CCC2,-4.466
O=C(c1ccoc1C)Nc1ccccc1,-3.3
O=C1OCCN1/N=C/c1ccc(o1)[N+](=O)[O-],-3.75
C#CC(c1ccccc1)OC(=O)N,-1.837
CCN(c1c(C)n(c2ccccc2)c(=O)n(c1=O)C)CC,-3.166
OC(CN1CCN(CC1)c1ccc(c(c1)C)C)COc1ccc(cc1)C(=O)C,-3.727
COc1cc(ccc1c1nc2c([nH]1)cncn2)S(=O)C,-1.756
CCCCCc1cc(O)cc2c1C1C=C(C)CCC1C(O2)(C)C,-7.401
COc1cnc2c(n1)cncn2,-1.14
CCC(=O)N1OCc2c(C1)ccc(c2)Cl,-3.013
CCOC(=O)C1=CN(CC)C2N(C1=O)C(C)CCC2,-1.721
CCC(=O)O[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-5.37
CN(CCOc1c(C(=O)OCc2ccccc2)c(C)ccc1C(C)C)C,-5.326
Cc1nonc1C(=O)N,-1.704
Clc1ccc2c(c1)C(=O)c1cccnc1CC2,-5.495
CCNc1nc(NC(C)C)nc(n1)OC,-2.08
COc1ccc(nn1)NS(=O)(=O)c1ccc(cc1)N,-3.28
CCC(Cc1ccc2c(c1)OCO2)N,-1.574
CCN(CCN1CC2CCC(C1)N2C(=O)CC)CC,-1.999
c1cc2ccc3c4c2c(c1)c1cccc2c1c4c(cc3)cc2,-9.03
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2[C@@H]1SCC(=C2C(=O)O)COC(=O)N,-3.609
CC1Cc2c(N1NC(=O)c1ccc(c(c1)S(=O)(=O)N)Cl)cccc2,-5.122
c1ccc2c(c1)Cc1c2cccc1,-4.91
CN1CCN(CC1)C1=Nc2ccccc2Oc2c1cc(Cl)cc2,-4.764
CCC(=O)C(c1ccccc1)(c1ccccc1)CCN1CCOCC1,-3.524
COc1cc(C)c(c(c1C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,-6.651
CNC(CC1CCCC1)C,-1.791
CCn1c(=O)oc2c1cccc2,-2.256
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-3.9
Clc1c(c2c(Cl)c(Cl)c(c(c2Cl)Cl)Cl)c(Cl)c(c(c1Cl)Cl)Cl,-11.62
COc1ccc2c(c1)cco2,-2.519
CN(/N=N/c1ccc(cc1)Cl)C,-3.143
[O-][N+](=O)c1cn(c(n1)C)CCI,-3.536
CC(OC(=O)C(=C)C)C,-2.059
CN1CCC(=C2c3ccccc3C=Cc3c2cccc3)CC1,-5.403
COC(=O)c1ccccc1,-1.85
OCC(=O)[C@@]1(O)[C@H](O)C[C@@H]2[C@]1(C)C[C@@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F,-3.69
Clc1c(Cl)ccc(c1Cl)Cl,-4.57
CC(C(C(=O)OC(C(Cl)(Cl)Cl)C)Br)C,-5.259
Fc1ccc(cc1)CC1Nc2cc(Cl)c(cc2S(=O)(=O)N1)S(=O)(=O)N,-5.052
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C2=O)c2C(=O)C=C(C(=O)c2c(c3C)O)NC(=O)/C(=C\C=C\[C@@H]([C@@H]([C@H]([C@H]([C@H]([C@@H]([C@@H]1C)OC(=O)C)C)O)C)O)C)/C,-8.374
CCSCCSP(=S)(OC)OC,-3.09
Clc1cc2NC(Cc3ccccc3)NS(=O)(=O)c2cc1S(=O)(=O)N,-3.873
CCCCC(COC(=O)N)CO,-1.247
O=c1ccc2c(o1)c(O)c1c(c2)cco1,-1.444
OC(=O)c1ccccc1Nc1c(Cl)ccc(c1Cl)C,-3.994
O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(C)OC(=O)C)C)C,-5.28
CCCCC(=O)O[C@]1([C@H](C)C[C@@H]2[C@]1(C)C[C@@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F)C(=O)CO,-4.71
CCC(=O)N(c1ccccc1)CC(N(CCc1ccccc1)C)C,-3.694
ONC(=O)/C=C/c1ccc(c(c1)OC)OC,-1.576
CCSC(=O)N(CC(C)C)CC(C)C,-3.68
S=C=NCCc1ccccc1,-3.171
[O-][N+](=O)c1ccc(s1)c1scc(n1)CN1CCOCC1,-2.052
OC(c1ccccc1)Cn1cncc1,-1.656
Clc1cc(Cc2cc(Cl)cc(c2O)Cl)c(c(c1)Cl)O,-5.895
OC(=O)CCC(=O)Nc1cc(c2c1c(C)ccc(c2)C(C)C)C,-5.389
c1ccc2c(c1)c1ccc3c(c1cc2)cccc3,-8.06
CCOP(=S)(SCSC(C)(C)C)OCC,-4.76
Brc1cc(C)c(c(c1)C(=O)NC1CC1)O,-3.836
CCN1CCCC(C1)OC(=O)Nc1cccc(c1)C,-3.366
c1ccc(cc1)c1nnc(s1)c1ccccc1,-3.263
CCCC[C@@H]([C@H](O)C)C,-1.72
[O-][N+](=O)c1ccccc1[N+](=O)[O-],-3.1
CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)c1ccccc1,-2.159
OC(=O)c1ccccc1N,-1.52
NC(=O)Cc1c(nc2n1cccc2)c1ccc(cc1)S(=O)(=O)C,-2.154
COc1c(C/C=C(/CCC(=O)O)\C)c(O)c2c(c1C)COC2=O,-3.817
CCC(=O)N1C2CCCC1CN(C2)C,-1.32
OCC(COc1cccc(c1)[N+](=O)[O-])O,-1.725
CN1C2CCC1CN(C2)C(=O)c1ccccc1[N+](=O)[O-],-2.326
O=c1ccc2c(c1)[nH]c1c(c2)cccc1,-3.58
O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C,-4.844
CN(C(=O)NC1CCCCCCC1)C,-2.36
OCC(CC(C)C)(CO)C,-1.603
CC(Cc1ccccc1)NC(=O)C,-2.135
CCCc1ccccc1,-3.37
CCCCCc1[nH]c2c(n1)n(C)c(=O)n(c2=O)C,-2.837
OC(=O)CCCN1C(=O)c2c(C1=O)cccc2,-2.392
COc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)C,-3.56
CC1CCN(CC1)CC(C(OC(=O)c1ccccc1)C)C,-4.257
OCC(COCc1ccc(cc1)C)O,-1.578
OCC(=O)[C@H]1CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-3.24
COc1ccc(cc1)C1C(=O)c2c(C1=O)cccc2,-3.5
CCCc1cnc(n1CCO)[N+](=O)[O-],-1.881
CCCCNc1ccc(cc1)C(=O)OCCN(C)C,-3.306
O=C1C2C3CCC(C2C(=O)N1Cc1ccc(cc1)Cl)O3,-2.368
NCC(=O)OC[C@H]([C@@H](c1ccc(cc1)[N+](=O)[O-])O)NC(=O)C(Cl)Cl,-1.72
OC(=O)CC(c1ccccc1)(C)C,-2.569
OCc1c(CS)cnc(c1O)C,-1.66
c1ccc(cc1)c1ccc(cc1)c1ccccc1,-7.11
O=C1C=CC=CC1=c1sc2c([nH]1)cccc2,-3.227
COc1ncnc(c1)NS(=O)(=O)c1ccc(cc1)N,-1.842
BrC(C(=O)OCC(Cl)(Cl)Cl)C(C)C,-4.8
C/C(=C\CCC(=O)OC/C=C(/CCC=C(C)C)\C)/CC/C=C(/CCC=C(C)C)\C,-11.476
O=C(N1c2ccc(cc2Sc2c1ccc(c2)N(C)C)N(C)C)c1ccccc1,-6.876
CCCCCC(COC(=O)N)(COC(=O)N)C,-2.675
COc1cc2oc(=O)[nH]c2cc1Cl,-2.085
OC(=O)c1cccnc1Nc1cccc(c1)C(F)(F)F,-4.58
ONC(=O)/C=C/c1ccc(cc1)OC,-1.73
Brc1ccc2c(c1)nc(o2)N,-2.726
CNc1ccc2c(c1C(=O)O)nc(o2)C[C@H]1O[C@@]2(CC[C@H]1C)O[C@@H]([C@@H](C[C@H]2C)C)[C@@H](C(=O)c1ccc[nH]1)C,-9.405
CN(/N=N/c1cccc(c1)[N+](=O)[O-])C,-2.966
COc1nc(OC)ccc1Cc1cnc(nc1N)N,-2.823
CNC(=O)c1ccccc1OC,-1.504
O[C@H]1CC[C@]2([C@H](C1)[C@@H](O)C[C@@H]1[C@@H]2C[C@@H](O)[C@]2([C@H]1CC[C@@H]2[C@H](CCC(=O)O)C)C)C,-4.35
CN(C(=O)N[C@@]1([C@@H](O)C)[C@@H](N)[C@@H]([C@]([C@]1(C)O)(O)COC(=O)c1c(C)cccc1O)Nc1cccc(c1)C(=O)C)C,-3.447
CN1CCCC1c1c[nH]c2c1cc(C)cc2,-2.144
